name,price_eur,display_inch,display_cm,display_resolution,display_ratio,weight_kg,height_mm,width_mm,depth_mm,operating_system,cpu_processor,ram_memory,gpu_integrated,gpu_extra,internal_storage_gb,storage_type,battery_life_h,battery_capacity_wh,psu_watts,audio_system,speakers_count,has_touchscreen,keyboard_backlit,keyboard_numpad,has_webcam,has_bluetooth,bluetooth_version,wifi_standard,product_ean,product_sku,release_year,category
Acer Chromebook CB315-4H-C6SD Chrome Cel.N4500/8GB/64GB eMMC,437.32,6.0,39.6,1920x1080,,1.6,20.0,366.4,244.2,ChromeOS,N4500,8.0,Intel® UHD Graphics,,64.0,Flash,,,45.0,,2.0,False,False,True,False,True,5.0,Wi-Fi 6 (802.11ax),4711121603686.0,NX.KB9EG.004,,Notebooks
Acer B4B Extensa 215 EX215-55-50UG i5-1235U/16GB/512GB SSD W11H,572.93,15.6,39.6,1920x1080,16:9,1.78,19.9,362.9,241.3,Windows 11 Home,i5-1235U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,,,,2.0,False,False,True,True,True,5.0,Wi-Fi 5 (802.11ac),4711121367533.0,NX.EGYEG.006,,Notebooks
Lenovo Thinkpad P16 G2 I9-13980HX 64GB 2TB SSD FHD+ W11PHE,3120.14,16.0,40.6,1920x1200,16:10,2.95,30.2,364.0,266.0,Windows 11 Pro,Intel WM790,64.0,Intel® UHD Graphics,Intel Arc Pro A30M,2.0,SSD,,94.0,170.0,Dolby Atmos,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),197529523339.0,21FA000JGE,,Notebooks
Dell Precision 3580 i7-1360P FHD 16GB 512GB Nvidia A500 WLAN W11P,1488.0,15.6,39.6,1920x1080,16:9,1.61,2.08,357.8,233.3,Windows 11 Pro,i7-1360P,16.0,Intel Iris Xe Graphics,NVIDIA RTX A500,512.0,SSD,,54.0,130.0,MaxxAudio,2.0,False,True,True,True,True,,Wi-Fi 6E (802.11ax),5397184802717.0,JHH2C,,Notebooks
Fujitsu LIFEBOOK U7413 FHD 14 touch i5 W11P,1648.48,14.0,35.6,1920x1080,,1.13,18.9,322.0,211.0,Windows 11 Pro,i5-1335U,16.0,Intel Iris Xe Graphics,,512.0,SSD,12.0,60.0,65.0,,2.0,True,True,False,True,True,5.3,Wi-Fi 6E (802.11ax),4065221930464.0,VFY:U7413MF5HMDE,,Notebooks
Lenovo ThinkPad P16v G1 i7-13700H 1x32/512GB A1000 W11P,2263.64,16.0,40.6,1920x1200,16:10,2.2,24.7,365.0,262.0,Windows 11 Pro,Intel SoC,32.0,Intel Iris Xe Graphics,NVIDIA RTX A1000,512.0,SSD,,90.0,170.0,Dolby Audio Premium,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),197529678367.0,21FC000VGE,,Notebooks
Lenovo ThinkPad T14 AMD G3 R5-6650U 16/512GB WUXGA W10P,1679.46,14.0,35.6,1920x1200,16:10,1.32,17.9,317.7,226.9,Windows 11 Pro,AMD SoC,16.0,AMD Radeon 660M,,512.0,SSD,,52.5,45.0,Dolby Audio,2.0,False,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),196801457317.0,21CF002TGE,,Notebooks
Lenovo ThinkPad P15v AMD Gen3 / R7-6850H / 32GB / 512GB / Win 11 Pro,1929.98,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,197529008607.0,21EM0043GE,,Notebooks
Microsoft Surface Laptop 5 i5 16GB 256GB 2256x1504/Touch/platin W11P,1345.99,13.5,34.3,2256x1504,3:2,1.27,14.5,308.0,223.0,Windows 11 Pro,i5-1245U,16.0,Intel Iris Xe Graphics,,256.0,SSD,18.0,47.4,65.0,,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388028337.0,R7B-00005,2022.0,Notebooks
Lenovo ThinkPad P16 G2 i9-13980Hx 2x16GB/1TB A2000 W11P,3426.05,16.0,40.6,2560x1600,16:10,2.95,30.2,364.0,266.0,Windows 11 Pro,Intel WM790,32.0,Intel® UHD Graphics,NVIDIA RTX 2000,1.0,SSD,,94.0,170.0,Dolby Atmos,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),197529525548.0,21FA000AGE,,Notebooks
Lenovo ThinkPad P15v AMD Gen3 / R7-6850H / 16GB / 512GB / Win 11 Pro,1742.99,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,196802816915.0,21EM003QGE,,Notebooks
Apple Macbook PRO 14 M2 PRO 12C/19C 16GB RAM 1TB SSD - SPACE GREY,2881.12,14.2,36.1,3024x1964,,1.6,15.5,312.6,221.2,macOS Ventura,M2 Pro,16.0,Apple GPU,,1.0,SSD,,70.0,67.0,,6.0,False,True,False,True,True,5.3,Wi-Fi 6E (802.11ax),194253318309.0,MPHF3D/A,2023.0,Notebooks
Lenovo ThinkPad P14s G4 i7-1360P 1x32/1TB A500 W11P,2034.62,14.0,35.6,1920x1200,16:10,1.34,17.9,317.7,226.9,Windows 11 Pro,Intel SoC,32.0,Intel Iris Xe Graphics,NVIDIA RTX A500,1.0,SSD,,52.5,100.0,Dolby Audio,2.0,True,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529262214.0,21HF000XGE,,Notebooks
Lenovo ThinkBook 16p G4 Intel Core i7-13700H No Touch WQXGA 16GB 512GB SSD RTX4060 W11P No WWAN,1815.41,16.0,40.6,2560x1600,16:10,2.2,19.9,354.6,255.0,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4060,512.0,SSD,10.5,80.0,230.0,Dolby Atmos,4.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),196804651804.0,21J8000EGE,,Notebooks
Lenovo V15 G2-IJL N5100/8GB/512SSD/FHD/matt/W11Home,393.58,6.0,39.6,1920x1080,16:9,1.7,19.9,359.2,235.8,Windows 11 Home,Intel SoC,8.0,Intel® UHD Graphics,,512.0,SSD,,38.0,45.0,Dolby Audio,2.0,False,False,True,True,True,5.0,Wi-Fi 5 (802.11ac),196119619919.0,82QY00M2GE,,Notebooks
Acer Chromebook Vero 514 CBV514-1H Core i5 1235U - 8 GB RAM - 256 GB SSD - Deutsch,747.19,14.0,35.6,1920x1080,16:9,1.4,20.5,313.0,224.0,ChromeOS,i5-1235U,8.0,Intel Iris Xe Graphics,,256.0,SSD,10.0,,65.0,,2.0,False,True,False,True,True,,Wi-Fi 6 (802.11ax),4711121428760.0,NX.KAJEG.009,,Notebooks
Dell PRECISION 3480 I7-1360P 16GB 512GB 14IN FHD W11P,1412.35,14.0,35.6,1920x1080,16:9,1.39,1.91,321.4,212.0,Windows 11 Pro,i7-1360P,16.0,Intel Iris Xe Graphics,NVIDIA RTX A500,512.0,SSD,,54.0,130.0,MaxxAudio,2.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184817483.0,5YYJX,,Notebooks
"Fujitsu LIFEBOOK U5313X WUXGA 13,3touch i5 W11P",1231.93,13.3,33.8,1920x1200,16:10,1.32,19.2,304.8,217.8,Windows 11 Pro,i5-1335U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,64.0,65.0,,2.0,True,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),4065221930396.0,VFY:U5X13MF5FMDE,,Notebooks
Lenovo ThinkPad T14s G4 AMD Ryzen 7 Pro 7840U 2.8K 32GB 1TB SSD UMA W11P WWAN 4G Black TopSeller,2198.99,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,197532598003.0,21F80041GE,,Notebooks
Lenovo TP T14 G3 R7 PRO 6850U 16GB 512GB SSD 14.0 WUXGA W10PDG 4G,1736.97,14.0,35.6,1920x1200,16:10,1.32,17.9,317.7,226.9,Windows 11 Pro,AMD SoC,16.0,AMD Radeon 680M,,512.0,SSD,,52.5,65.0,Dolby Audio,2.0,False,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),196802042758.0,21CF004NGE,,Notebooks
ACER CHROMEBOOK 514 CB514-1WT I3-1115G4 8GB/128GB CHROMEO,549.71,14.0,35.6,1920x1080,,1.4,19.3,323.0,219.8,ChromeOS,i3-1115G4,8.0,Intel® UHD Graphics,,128.0,SSD,10.0,,45.0,,2.0,True,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),4711121133596.0,NX.AY7EG.004,,Notebooks
Terra Mobile 1460Q (1220753,999.0,14.0,35.6,1920x1080,,1.49,14.9,340.0,232.0,Windows 11 Pro,i5-10210Y,8.0,Intel® UHD Graphics,,512.0,SSD,10.0,,,,,False,True,False,True,True,4.0,Wi-Fi 5 (802.11ac),4039407069583.0,1220753,,Notebooks
Apple MacBook Pro TB Apple M2 Chip 8?Core CPU und 10?Core GPU 8GB gem. RAM 256GB SSD DE - Space Grau,1447.22,13.3,33.8,2560x1600,,1.4,15.6,304.1,212.4,macOS Monterey,M2,8.0,Apple GPU,,256.0,SSD,,58.2,67.0,,,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),194253137764.0,MNEH3D/A,2022.0,Notebooks
"Fujitsu LIFEBOOK U5313X WUXGA 13,3touch i7 W11P",1778.67,13.3,33.8,1920x1200,16:10,1.32,19.2,304.8,217.8,Windows 11 Pro,i7-1365U,32.0,Intel Iris Xe Graphics,,1.0,SSD,,64.0,65.0,,2.0,True,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),4065221930402.0,VFY:U5X13MF7BMDE,,Notebooks
LENOVO X13 YOGA G4 I5-1335U 16GB,1798.18,13.3,33.8,1920x1200,16:10,1.21,16.4,301.7,214.6,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,54.7,65.0,Dolby Audio,2.0,True,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529084564.0,21F2001KGE,,Notebooks
"Dell Latitude 7440 i5-1345U 35,56cm 14Zoll FHD+ 16GB 512GB SSD Intel Iris Xe IR Cam &amp; Mic 3 Cell WLAN Backlit Kb W11P",1735.29,14.0,35.6,1920x1200,16:10,1.32,1.71,313.0,222.8,Windows 11 Pro,i5-1345U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,MaxxAudio Pro,4.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184808245.0,G4K5C,,Notebooks
Acer CB 511 C736-TCO-C7CW ChromeOS,404.58,11.6,29.5,1366x768,,1.35,21.0,296.0,211.3,ChromeOS,N100,4.0,Intel® UHD Graphics,,64.0,Flash,12.0,,45.0,,2.0,False,False,False,False,True,5.2,Wi-Fi 6E (802.11ax),4711121437342.0,NX.KD8EG.003,,Notebooks
Fujitsu LIFEBOOK E4512 FHD I5-1235U 16GB 1TB SSD W11P,1064.48,15.6,39.6,1920x1080,,1.65,20.1,357.4,230.0,Windows 11 Pro,i5-1235U,16.0,Intel Iris Xe Graphics,,1.0,SSD,,65.0,65.0,,2.0,False,True,True,True,True,5.2,Wi-Fi 6E (802.11ax),4065221938538.0,VFY:E4512M15BMDE,,Notebooks
Samsung Galaxy Book2 Business FHD Anti-Glare i7-1260P 16GB 512GB SSD LTE W11P Dark Grey,1463.98,14.0,35.6,1920x1080,,1.5,19.9,326.4,213.8,Windows 11 Pro,i7-1260P,16.0,Intel Iris Xe Graphics,,512.0,SSD,,51.6,,Dolby Atmos,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),8806094472257.0,NP646BED-KA1DE,,Notebooks
"Acer CB Spin 511 R756TN-TCO-C89K 11,6 ChromeOS",528.83,11.6,29.5,1366x768,,1.4,21.1,296.0,208.3,ChromeOS,N100,4.0,Intel® UHD Graphics,,128.0,SSD,12.0,,45.0,,2.0,True,False,False,False,True,5.2,Wi-Fi 6 (802.11ax),4711121571084.0,NX.KECEG.005,,Notebooks
"Acer Chromebook 514 CB514-1W - 35.6 cm (14""",688.96,14.0,35.6,1920x1080,16:9,1.4,19.3,323.0,219.8,Chrome OS,i3-1115G4,8.0,Intel® UHD Graphics,,128.0,SSD,10.0,48.0,45.0,,2.0,False,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),4710886782063.0,NX.AU0EG.002,,Notebooks
Microsoft Surface Pro 9 128GB i5/8GB Platinum W10P,1290.18,13.0,33.0,2880x1920,3:2,0.879,209.0,287.0,9.3,Windows 11 Pro,i5-1245U,8.0,,,,SSD,15.5,47.7,65.0,Dolby Atmos,2.0,False,False,False,True,True,5.1,Wi-Fi 6E (802.11ax),196388025053.0,S1P-00004,,Notebooks
APPLE MacBook Air Apple M2 Chip 8-Core CPU und 10-Core GPU 8GB gem. RAM 512GB SSD DE - Silber,1658.6,15.3,38.9,2880x1864,,1.51,11.5,340.4,237.6,macOS Ventura,M2,8.0,Apple GPU,,512.0,SSD,,66.5,35.0,Dolby Atmos,6.0,False,True,False,True,True,5.3,Wi-Fi 6 (802.11ax),194253711780.0,MQKT3D/A,2023.0,Notebooks
Fujitsu CELSIUS H5511 I7-1165G7 FHD HDR,2081.86,15.6,39.6,1920x1080,16:9,1.9,20.8,363.0,249.0,Windows 11 Pro,i7-1165G7,16.0,Intel Iris Xe Graphics,NVIDIA T500,512.0,SSD,,69.7,95.0,,,False,True,True,True,True,5.1,Wi-Fi 6 (802.11ax),4065221895725.0,VFY:H511EWC72MDE,,Notebooks
Dell Precision Intel Core i7-13700H - Grau,1829.36,15.6,39.6,1920x1080,16:9,1.79,2.27,357.8,233.3,Windows 11 Pro,i7-13700H,16.0,Intel Iris Xe Graphics,NVIDIA RTX A500,512.0,SSD,,64.0,130.0,MaxxAudio,2.0,False,True,True,True,True,,Wi-Fi 6E (802.11ax),5397184828267.0,XFD19,,Notebooks
Lenovo ThinkPad T14S G3 R7P 6850U 16GB,1638.19,14.0,35.6,1920x1200,16:10,1.23,16.9,317.5,226.9,Windows 11 Pro,AMD SoC,16.0,AMD Radeon 680M,,512.0,SSD,,57.0,65.0,Dolby Audio,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),196802971096.0,21CQ0044GE,,Notebooks
Acer TM P216-51-53NN W11P i5-1335U/16GB/512GB SSD,948.88,16.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711121662508.0,NX.B13EG.006,,Notebooks
MSI CreatorPro M16 B13VK-1229 i7-13700H/RTX3000/32GB W11P,3363.26,16.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711377111195.0,001585-1229,,Notebooks
"Lenovo ThinkPad X1 Carbon G10 Intel Core i7-1255U 35,56cm 14Zoll WQUXGA 16GB 1TB SSD UMA WWAN 4G W10P DG schwarz",2049.6,14.0,35.6,3840x2400,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,1.0,SSD,,57.0,65.0,Dolby Atmos,4.0,True,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),196801489929.0,21CB009UGE,,Notebooks
Lenovo Thinkpad P14S G4 I7-1370P 64GB 1TB SSD A500 FHD+ W11P,2374.71,14.0,35.6,1920x1200,16:10,1.34,17.9,317.7,226.9,Windows 11 Pro,Intel SoC,64.0,Intel Iris Xe Graphics,NVIDIA RTX A500,1.0,SSD,,52.5,100.0,Dolby Audio,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529260012.0,21HF000KGE,,Notebooks
Gigabyte Gaming-Notebook AORUS 15 BSF-73DE754SH - Intel Core i7-13700H - Schwarz,2110.39,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4719331992248.0,AORUS 15 BSF-73DE754SH,,Notebooks
Fujitsu Lifebook E5512A FHD AMD Ryzen 5 PRO 5675U 2x8GB 512GB W11P,999.66,15.6,39.6,1920x1080,,2.0,20.0,357.0,230.0,Windows 11 Pro,5675U,16.0,AMD Radeon Graphics,,512.0,SSD,13.5,65.0,65.0,,,False,True,True,True,True,5.2,Wi-Fi 6E (802.11ax),4065221864462.0,VFY:E552AMHAAMDE,,Notebooks
LENOVO ThinkBook 14 G6 AMD Ryzen 5 7530U WUXGA 16GB 512GB SSD UMA W11P No WWAN Arctic Grey,818.08,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,197528401416.0,21KJ0019GE,,Notebooks
Apple MacBook Pro TB Apple M2 Chip 8?Core CPU und 10?Core GPU 8GB gem. RAM 512GB SSD DE - Space Grau,1642.69,13.3,33.8,2560x1600,,1.4,15.6,304.1,212.4,macOS Monterey,M2,8.0,Apple GPU,,512.0,SSD,,58.2,67.0,,,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),194253138211.0,MNEJ3D/A,2022.0,Notebooks
MSI Creator Z17 HX Studio A13VFT-059 i7-13700HX/RTX4060 W11P,3686.37,17.0,43.2,2560x1600,16:10,2.49,19.0,382.0,260.0,Windows 11 Pro,Intel HM770,32.0,Intel® UHD Graphics,NVIDIA GeForce RTX 4070,2000.0,SSD,,90.0,280.0,,4.0,True,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4711377077392.0,0017N2-059,,Notebooks
Lenovo TP X13S G1 SC8280XP 16GB 512GB SSD 13.3 WUXGA W11P 5G,1259.58,13.3,33.8,1920x1200,16:10,1.06,13.4,298.7,206.4,Windows 11 Pro,8CX,16.0,Adreno 690,,512.0,SSD,,49.5,65.0,Dolby Audio,2.0,True,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),196801999589.0,21BX001LGE,,Notebooks
Lenovo ThinkPad T14s G4 i7-1355U 32GB/1TB SSD 4G W11P,2263.32,14.0,35.6,2880x1800,16:10,1.25,16.9,317.5,226.9,Windows 11 Pro,Intel SoC,32.0,Intel Iris Xe Graphics,,1.0,SSD,,57.0,65.0,Dolby Audio,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529388136.0,21F6005GGE,,Notebooks
Acer Notebook TravelMate P4 TMP416-52-514B - Intel Core i5-1335U - Slate Blue,1192.97,16.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711121662676.0,NX.VZXEG.006,,Notebooks
Fujitsu LIFEBOOK E5513 FHD 15 i5 W11P VFY:E5513MF5HMDE,1076.22,15.0,39.6,1920x1080,,1.65,20.1,357.4,230.0,Windows 11 Pro,i5-1335U,8.0,Intel Iris Xe Graphics,,256.0,SSD,10.5,65.0,65.0,,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),4065221930150.0,VFY:E5513MF5HMDE,,Notebooks
MSI Creator Z17 HX Studio A13VGT-055 i9-13950HX/RTX4070 W11P,4383.99,17.0,43.2,2560x1600,16:10,2.49,19.0,382.0,260.0,Windows 11 Pro,Intel HM770,64.0,Intel® UHD Graphics,NVIDIA GeForce RTX 4070,2000.0,SSD,,90.0,280.0,,4.0,True,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4711377077347.0,0017N2-055,,Notebooks
Acer Notebook TravelMate P4 TMP416-52-593P - Intel Core i5-1335U - Slate Blue,1154.97,16.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711121662669.0,NX.VZXEG.005,,Notebooks
Lenovo ThinkPad P16s G2 R7 Pro-7840U 1x16/512GB W11P,1517.25,16.0,40.6,1920x1200,16:10,1.7,20.5,362.0,255.5,Windows 11 Pro,AMD SoC,16.0,AMD Radeon 780M,,512.0,SSD,,52.5,65.0,Dolby Audio,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),197528129563.0,21K9000FGE,,Notebooks
Acer TM P4 P414-53-759Q 14 i7 W11P 2K IPS,1282.97,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711121662645.0,NX.VZTEG.006,,Notebooks
Gigabyte G5 KF-E3DE313SD 16 GB (2x 8 GB,1255.78,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4719331852573.0,G5 KF-E3DE313SD,,Notebooks
LENOVO TP P16S G1 R7P-6850U 32GB,1797.69,16.0,40.6,1920x1200,16:10,1.81,20.5,362.0,255.5,Windows 11 Pro,AMD SoC,32.0,AMD Radeon 680M,,1.0,SSD,,86.0,65.0,Dolby Audio,2.0,True,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),197529914229.0,21CK0055GE,,Notebooks
MSI Creator M16 A12UC-284 i7-12700H/16GB/512GB/RTX3050 W11H,1698.4,16.0,40.6,2560x1600,,2.26,23.9,359.0,259.0,Windows 11 Home,i7-12700H,16.0,Intel Iris Xe Graphics,NVIDIA GeForce RTX 3050,512.0,SSD,,53.5,180.0,,2.0,False,True,True,True,True,5.2,Wi-Fi 6 (802.11ax),4719072937720.0,001584-284,,Notebooks
"Microsoft Surface Laptop5 512GB (13""/i5/16GB",1430.67,13.5,34.3,2256x1504,3:2,1.27,14.5,308.0,223.0,Windows 11 Pro,i5-1245U,16.0,Intel Iris Xe Graphics,,512.0,SSD,18.0,47.4,65.0,,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388032273.0,R8P-00005,2022.0,Notebooks
Dell Notebook 5470 Intel Core i7-12800H - Grau,1954.67,14.0,35.6,1920x1200,16:10,1.48,7.49,310.6,210.3,Windows 10 Pro,i7-12800H,16.0,Intel Iris Xe Graphics,NVIDIA RTX A1000,512.0,SSD,,72.0,130.0,,4.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184722510.0,F04R9,,Notebooks
Dell Alienware 15 R7 RYZEN7 16GB,1963.66,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,5397184747353.0,0NFT6,,Notebooks
Acer Chromebook Enterprise Spin 714 CP714-1WN - Core i3 1215U - 8 GB RAM - 128 GB SSD - Deutsch,931.51,14.0,35.6,1920x1080,16:9,1.4,18.0,312.6,224.0,ChromeOS for Enterprise,i3-1215U,8.0,Intel® UHD Graphics,,128.0,SSD,10.0,56.0,65.0,DTS Audio Processing,2.0,True,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),4711121329012.0,NX.K7REG.001,,Notebooks
Acer Notebook TravelMate P4 TMP416-52-70Q0 - Intel Core i7-1355U - Slate Blue,1320.97,16.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711121662799.0,NX.VZXEG.007,,Notebooks
Lenovo V15 G3 ABA RYZ5-5625U/16GB/512SSD/FHD/matt/W11Home,618.37,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,196803454482.0,82TV0060GE,,Notebooks
Dell Precision 3581 FHD i7 W11P,1868.78,15.6,39.6,1920x1080,16:9,1.79,2.27,357.8,233.3,Windows 11 Pro,i7-13700H,32.0,Intel Iris Xe Graphics,NVIDIA RTX A1000,512.0,SSD,,64.0,130.0,MaxxAudio,2.0,False,True,True,True,True,,Wi-Fi 6E (802.11ax),5397184828489.0,0VC7G,,Notebooks
Microsoft Surface Laptop 5 i5 16GB 512GB 2256x1504/Touch/platin W10P,1742.9,13.5,34.3,2256x1504,3:2,1.27,14.5,308.0,223.0,Windows 10 Pro,i5-1245U,16.0,Intel Iris Xe Graphics,,512.0,SSD,18.0,47.4,65.0,,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388032914.0,R8Q-00005,2022.0,Notebooks
Acer Chromebook Spin 512 R853TNA-C0EX Chrome Cel.N5100/4GB LPDDR4X/32GB eMMC,430.56,12.0,30.5,1366x912,3:2,1.45,21.1,296.0,230.6,Chrome OS,N5100,4.0,Intel® UHD Graphics,,32.0,Flash,12.0,48.0,45.0,,2.0,True,False,False,True,True,5.0,Wi-Fi 6 (802.11ax),4710886653370.0,NX.A92EG.003,,Notebooks
MSI CreatorPro Z17 HX A13VKT-219 i9-13980HX/RTX3000 W11P,5024.99,17.3,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711377110334.0,0017N2-219,,Notebooks
LENOVO P16S G1 R7P-6850U 16GB,1244.86,16.0,40.6,1920x1200,16:10,1.81,20.5,362.0,255.5,Windows 11 Pro,AMD SoC,16.0,AMD Radeon 680M,,512.0,SSD,,52.5,65.0,Dolby Audio,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),197529910177.0,21CK004YGE,,Notebooks
Dell Latitude 7430 i5-1245U FHD 16GB 512GB SSD Intel Iris Xe IR Cam &amp; Mic 4 Cell WLAN Backlit Kb W10P/W11P 3Y BO,1566.48,14.0,35.6,1920x1080,16:9,1.22,1.73,321.4,208.7,Windows 10 Pro,i5-1245U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,58.0,65.0,,2.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184782194.0,JH9D2,,Notebooks
Terra Mobile 1716T i3-1115G4 W11P,789.0,17.3,43.9,1920x1080,16:9,2.4,248.0,400.0,268.0,Windows 11 Pro,i3-1115G4,8.0,Intel® UHD Graphics,,500.0,SSD,6.0,,,,,False,True,True,True,True,5.2,Wi-Fi 6 (802.11ax),4039407075072.0,1220775,,Notebooks
Lenovo ThinkPad X13 Gen 2 20WL - Intel Core i5 1135G7 / 2.4 GHz - kein Betriebssystem - Iris Xe Graphics - 16 GB RAM - 512 GB,819.89,13.3,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,196118046679.0,20WLS1DV00?ABVERKAUF,,Notebooks
Microsoft Surface Laptop 5 - i5/ 8GB/ 512GB *schwarz* W11P,1418.99,5.0,34.3,2256x1504,3:2,1.3,14.5,308.0,223.0,Windows 11 Pro,i5-1245U,8.0,Intel Iris Xe Graphics,,512.0,SSD,18.0,47.4,65.0,,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388020287.0,R1T-00028,2022.0,Notebooks
Apple Macbook Pro 14 M2 MAX 12C/30C grau,3626.35,14.2,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,Z17G-GR31,,Notebooks
Lenovo ThinkPad L15 G3 i5-1235U 16/512GB FHD IPS 4G W10P,1080.81,15.6,39.6,1920x1080,16:9,1.76,19.9,360.2,237.0,Windows 10 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,Dolby Audio,2.0,False,True,True,True,True,5.2,Wi-Fi 6 (802.11ax),196800131591.0,21C3001FGE,,Notebooks
Lenovo V15 G3 IAP i5-1235U/16GB/512GBSSD/FHD/matt/W11Home,669.72,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,196801921863.0,82TT0079GE,,Notebooks
INTEL Bishop County Whitebook Core i5-1135G7 2.4GHz RAM 8GB Iris XE Graphics Black Keyboard Midnight Black EU-Plug,1071.97,15.6,,,,,14.9,355.0,230.0,"Windows 11, Windows 10",Intel® Core i5 Prozessoren der 11. Generation,8.0,,,,,,,,,,False,False,False,False,False,,,5032037206990.0,BBC510BCG7A02,,Notebooks
Acer ConceptD 3 Pro CN316-73P-708L Ci7-11800H/16GB/1TB SSD/W11P,1467.19,16.0,40.6,1920x1200,16:10,2.2,209.9,358.0,249.0,Windows 11 Pro,Intel HM570,16.0,Intel® UHD Graphics,NVIDIA T1200,1.0,SSD,13.0,56.0,135.0,,1.0,False,True,True,True,True,5.0,Wi-Fi 6 (802.11ax),4710886895411.0,NX.C6VEG.003,,Notebooks
SAMSUNG Galaxy Book3 Ultra i9-13900H 16GB 1TB SSD NVIDIA RTX 4070 W11H Graphite,3641.79,16.0,40.6,2880x1800,16:10,1.79,16.5,355.4,250.4,Windows 11 Home,i9-13900H,16.0,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4070,1000.0,SSD,,76.0,100.0,Dolby Atmos,4.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),8806094948028.0,NP960XFH-XA3DE,,Notebooks
